Motivo del viaje;Tipo de dato;Periodo;Total
Negocio, motivos profesionales;Dato base;2020M08;45.800
Negocio, motivos profesionales;Dato base;2020M07;97.400
Negocio, motivos profesionales;Dato base;2020M06;12.680
Negocio, motivos profesionales;Dato base;2020M05;0
Negocio, motivos profesionales;Dato base;2020M04;0
Negocio, motivos profesionales;Dato base;2020M03;137.113
Negocio, motivos profesionales;Dato base;2020M02;353.616
Negocio, motivos profesionales;Dato base;2020M01;370.060
Negocio, motivos profesionales;Dato base;2019M12;384.744
Negocio, motivos profesionales;Dato base;2019M11;490.102
Negocio, motivos profesionales;Dato base;2019M10;577.666
Negocio, motivos profesionales;Dato base;2019M09;514.014
Negocio, motivos profesionales;Dato base;2019M08;186.837
Negocio, motivos profesionales;Dato base;2019M07;425.815
Negocio, motivos profesionales;Dato base;2019M06;589.064
Negocio, motivos profesionales;Dato base;2019M05;544.991
Negocio, motivos profesionales;Dato base;2019M04;440.058
Negocio, motivos profesionales;Dato base;2019M03;487.217
Negocio, motivos profesionales;Dato base;2019M02;426.478
Negocio, motivos profesionales;Dato base;2019M01;342.198
Negocio, motivos profesionales;Dato base;2018M12;321.116
Negocio, motivos profesionales;Dato base;2018M11;445.118
Negocio, motivos profesionales;Dato base;2018M10;525.779
Negocio, motivos profesionales;Dato base;2018M09;507.364
Negocio, motivos profesionales;Dato base;2018M08;165.191
Negocio, motivos profesionales;Dato base;2018M07;337.017
Negocio, motivos profesionales;Dato base;2018M06;492.467
Negocio, motivos profesionales;Dato base;2018M05;422.922
Negocio, motivos profesionales;Dato base;2018M04;514.279
Negocio, motivos profesionales;Dato base;2018M03;586.826
Negocio, motivos profesionales;Dato base;2018M02;435.131
Negocio, motivos profesionales;Dato base;2018M01;270.147
Negocio, motivos profesionales;Dato base;2017M12;343.303
Negocio, motivos profesionales;Dato base;2017M11;378.712
Negocio, motivos profesionales;Dato base;2017M10;490.368
Negocio, motivos profesionales;Dato base;2017M09;512.468
Negocio, motivos profesionales;Dato base;2017M08;167.352
Negocio, motivos profesionales;Dato base;2017M07;355.118
Negocio, motivos profesionales;Dato base;2017M06;502.206
Negocio, motivos profesionales;Dato base;2017M05;493.965
Negocio, motivos profesionales;Dato base;2017M04;363.773
Negocio, motivos profesionales;Dato base;2017M03;444.136
Negocio, motivos profesionales;Dato base;2017M02;346.003
Negocio, motivos profesionales;Dato base;2017M01;323.058
Negocio, motivos profesionales;Dato base;2016M12;338.164
Negocio, motivos profesionales;Dato base;2016M11;416.829
Negocio, motivos profesionales;Dato base;2016M10;545.652
Negocio, motivos profesionales;Dato base;2016M09;396.444
Negocio, motivos profesionales;Dato base;2016M08;122.373
Negocio, motivos profesionales;Dato base;2016M07;303.483
Negocio, motivos profesionales;Dato base;2016M06;442.129
Negocio, motivos profesionales;Dato base;2016M05;478.728
Negocio, motivos profesionales;Dato base;2016M04;459.199
Negocio, motivos profesionales;Dato base;2016M03;387.761
Negocio, motivos profesionales;Dato base;2016M02;441.059
Negocio, motivos profesionales;Dato base;2016M01;347.876
Negocio, motivos profesionales;Dato base;2015M12;301.888
Negocio, motivos profesionales;Dato base;2015M11;393.014
Negocio, motivos profesionales;Dato base;2015M10;469.568
Negocio, motivos profesionales;Tasa de variación anual;2025M03;9,94
Negocio, motivos profesionales;Tasa de variación anual;2025M02;-12,18
Negocio, motivos profesionales;Tasa de variación anual;2025M01;7,72
Negocio, motivos profesionales;Tasa de variación anual;2024M12;2,61
Negocio, motivos profesionales;Tasa de variación anual;2024M11;6,49
Negocio, motivos profesionales;Tasa de variación anual;2024M10;-13,43
Negocio, motivos profesionales;Tasa de variación anual;2024M09;13,93
Negocio, motivos profesionales;Tasa de variación anual;2024M08;-0,54
Negocio, motivos profesionales;Tasa de variación anual;2024M07;-0,35
Negocio, motivos profesionales;Tasa de variación anual;2024M06;14,28
Negocio, motivos profesionales;Tasa de variación anual;2024M05;12,67
Negocio, motivos profesionales;Tasa de variación anual;2024M04;24,38
Negocio, motivos profesionales;Tasa de variación anual;2024M03;8,41
Negocio, motivos profesionales;Tasa de variación anual;2024M02;17,95
Negocio, motivos profesionales;Tasa de variación anual;2024M01;-15,16
Negocio, motivos profesionales;Tasa de variación anual;2023M12;-0,98
Negocio, motivos profesionales;Tasa de variación anual;2023M11;2,57
Negocio, motivos profesionales;Tasa de variación anual;2023M10;9,90
Negocio, motivos profesionales;Tasa de variación anual;2023M09;1,46
Negocio, motivos profesionales;Tasa de variación anual;2023M08;-33,24
Negocio, motivos profesionales;Tasa de variación anual;2023M07;14,01
Negocio, motivos profesionales;Tasa de variación anual;2023M06;17,67
Negocio, motivos profesionales;Tasa de variación anual;2023M05;-14,80
Negocio, motivos profesionales;Tasa de variación anual;2023M04;-0,35
Negocio, motivos profesionales;Tasa de variación anual;2023M03;28,79
Negocio, motivos profesionales;Tasa de variación anual;2023M02;70,85
Negocio, motivos profesionales;Tasa de variación anual;2023M01;80,21
Negocio, motivos profesionales;Tasa de variación anual;2022M12;28,21
Negocio, motivos profesionales;Tasa de variación anual;2022M11;68,42
Negocio, motivos profesionales;Tasa de variación anual;2022M10;90,18
Negocio, motivos profesionales;Tasa de variación anual;2022M09;91,86
Negocio, motivos profesionales;Tasa de variación anual;2022M08;108,12
Negocio, motivos profesionales;Tasa de variación anual;2022M07;64,00
Negocio, motivos profesionales;Tasa de variación anual;2022M06;126,17
Negocio, motivos profesionales;Tasa de variación anual;2022M05;200,55
Negocio, motivos profesionales;Tasa de variación anual;2022M04;212,84
Negocio, motivos profesionales;Tasa de variación anual;2022M03;172,32
Negocio, motivos profesionales;Tasa de variación anual;2022M02;244,58
Negocio, motivos profesionales;Tasa de variación anual;2022M01;146,14
Negocio, motivos profesionales;Tasa de variación anual;2021M12;114,03
Negocio, motivos profesionales;Tasa de variación anual;2021M11;211,19
Negocio, motivos profesionales;Tasa de variación anual;2021M10;311,99
Negocio, motivos profesionales;Tasa de variación anual;2021M09;241,96
Negocio, motivos profesionales;Tasa de variación anual;2021M08;141,62
Negocio, motivos profesionales;Tasa de variación anual;2021M07;86,63
Negocio, motivos profesionales;Tasa de variación anual;2021M06;1.400,35
Negocio, motivos profesionales;Tasa de variación anual;2021M05;..
Negocio, motivos profesionales;Tasa de variación anual;2021M04;..
Negocio, motivos profesionales;Tasa de variación anual;2021M03;-1,98
Negocio, motivos profesionales;Tasa de variación anual;2021M02;-81,34
Negocio, motivos profesionales;Tasa de variación anual;2021M01;-83,71
Negocio, motivos profesionales;Tasa de variación anual;2020M12;-73,21
Negocio, motivos profesionales;Tasa de variación anual;2020M11;-83,47
Negocio, motivos profesionales;Tasa de variación anual;2020M10;-87,80
Negocio, motivos profesionales;Tasa de variación anual;2020M09;-85,43
Negocio, motivos profesionales;Tasa de variación anual;2020M08;-75,49
Negocio, motivos profesionales;Tasa de variación anual;2020M07;-77,13
Negocio, motivos profesionales;Tasa de variación anual;2020M06;-97,85
Negocio, motivos profesionales;Tasa de variación anual;2020M05;-100,00
Negocio, motivos profesionales;Tasa de variación anual;2020M04;-100,00
Negocio, motivos profesionales;Tasa de variación anual;2020M03;-71,86
Negocio, motivos profesionales;Tasa de variación anual;2020M02;-17,08
Negocio, motivos profesionales;Tasa de variación anual;2020M01;8,14
Negocio, motivos profesionales;Tasa de variación anual;2019M12;19,81
Negocio, motivos profesionales;Tasa de variación anual;2019M11;10,11
Negocio, motivos profesionales;Tasa de variación anual;2019M10;9,87
Negocio, motivos profesionales;Tasa de variación anual;2019M09;1,31
Negocio, motivos profesionales;Tasa de variación anual;2019M08;13,10
Negocio, motivos profesionales;Tasa de variación anual;2019M07;26,35
Negocio, motivos profesionales;Tasa de variación anual;2019M06;19,61
Negocio, motivos profesionales;Tasa de variación anual;2019M05;28,86
Negocio, motivos profesionales;Tasa de variación anual;2019M04;-14,43
Negocio, motivos profesionales;Tasa de variación anual;2019M03;-16,97
Negocio, motivos profesionales;Tasa de variación anual;2019M02;-1,99
Negocio, motivos profesionales;Tasa de variación anual;2019M01;26,67
Negocio, motivos profesionales;Tasa de variación anual;2018M12;-6,46
Negocio, motivos profesionales;Tasa de variación anual;2018M11;17,53
Negocio, motivos profesionales;Tasa de variación anual;2018M10;7,22
Negocio, motivos profesionales;Tasa de variación anual;2018M09;-1,00
Negocio, motivos profesionales;Tasa de variación anual;2018M08;-1,29
Negocio, motivos profesionales;Tasa de variación anual;2018M07;-5,10
Negocio, motivos profesionales;Tasa de variación anual;2018M06;-1,94
Negocio, motivos profesionales;Tasa de variación anual;2018M05;-14,38
Negocio, motivos profesionales;Tasa de variación anual;2018M04;41,37
Negocio, motivos profesionales;Tasa de variación anual;2018M03;32,13
Negocio, motivos profesionales;Tasa de variación anual;2018M02;25,76
Negocio, motivos profesionales;Tasa de variación anual;2018M01;-16,38
Negocio, motivos profesionales;Tasa de variación anual;2017M12;1,52
Negocio, motivos profesionales;Tasa de variación anual;2017M11;-9,14
Negocio, motivos profesionales;Tasa de variación anual;2017M10;-10,13
Negocio, motivos profesionales;Tasa de variación anual;2017M09;29,27
Negocio, motivos profesionales;Tasa de variación anual;2017M08;36,76
Negocio, motivos profesionales;Tasa de variación anual;2017M07;17,01
Negocio, motivos profesionales;Tasa de variación anual;2017M06;13,59
Negocio, motivos profesionales;Tasa de variación anual;2017M05;3,18
Negocio, motivos profesionales;Tasa de variación anual;2017M04;-20,78
Negocio, motivos profesionales;Tasa de variación anual;2017M03;14,54
Negocio, motivos profesionales;Tasa de variación anual;2017M02;-21,55
Negocio, motivos profesionales;Tasa de variación anual;2017M01;-7,13
Negocio, motivos profesionales;Tasa de variación anual;2016M12;12,02
Negocio, motivos profesionales;Tasa de variación anual;2016M11;6,06
Negocio, motivos profesionales;Tasa de variación anual;2016M10;16,20
Negocio, motivos profesionales;Tasa de variación anual;2016M09;-28,13
Negocio, motivos profesionales;Tasa de variación anual;2016M08;-58,41
Negocio, motivos profesionales;Tasa de variación anual;2016M07;-22,95
Negocio, motivos profesionales;Tasa de variación anual;2016M06;-1,56
Negocio, motivos profesionales;Tasa de variación anual;2016M05;4,43
Negocio, motivos profesionales;Tasa de variación anual;2016M04;0,26
Negocio, motivos profesionales;Tasa de variación anual;2016M03;-18,07
Negocio, motivos profesionales;Tasa de variación anual;2016M02;45,23
Negocio, motivos profesionales;Tasa de variación anual;2016M01;21,84
Negocio, motivos profesionales;Tasa de variación anual;2015M12;33,18
Negocio, motivos profesionales;Tasa de variación anual;2015M11;33,91
Negocio, motivos profesionales;Tasa de variación anual;2015M10;10,87
Negocio, motivos profesionales;Acumulado en lo que va de año;2025M03;1.208.580
Negocio, motivos profesionales;Acumulado en lo que va de año;2025M02;646.779
Negocio, motivos profesionales;Acumulado en lo que va de año;2025M01;244.325
Negocio, motivos profesionales;Acumulado en lo que va de año;2024M12;5.148.452
Negocio, motivos profesionales;Acumulado en lo que va de año;2024M11;4.861.117
Negocio, motivos profesionales;Acumulado en lo que va de año;2024M10;4.397.450
Negocio, motivos profesionales;Acumulado en lo que va de año;2024M09;3.872.197
Negocio, motivos profesionales;Acumulado en lo que va de año;2024M08;3.304.313
Negocio, motivos profesionales;Acumulado en lo que va de año;2024M07;3.151.393
Negocio, motivos profesionales;Acumulado en lo que va de año;2024M06;2.812.687
Negocio, motivos profesionales;Acumulado en lo que va de año;2024M05;2.234.065
Negocio, motivos profesionales;Acumulado en lo que va de año;2024M04;1.713.379
Negocio, motivos profesionales;Acumulado en lo que va de año;2024M03;1.196.091
Negocio, motivos profesionales;Acumulado en lo que va de año;2024M02;685.072
Negocio, motivos profesionales;Acumulado en lo que va de año;2024M01;226.822
Negocio, motivos profesionales;Acumulado en lo que va de año;2023M12;4.825.898
Negocio, motivos profesionales;Acumulado en lo que va de año;2023M11;4.545.865
Negocio, motivos profesionales;Acumulado en lo que va de año;2023M10;4.110.442
Negocio, motivos profesionales;Acumulado en lo que va de año;2023M09;3.503.686
Negocio, motivos profesionales;Acumulado en lo que va de año;2023M08;3.005.247
Negocio, motivos profesionales;Acumulado en lo que va de año;2023M07;2.851.497
Negocio, motivos profesionales;Acumulado en lo que va de año;2023M06;2.511.611
Negocio, motivos profesionales;Acumulado en lo que va de año;2023M05;2.005.294
Negocio, motivos profesionales;Acumulado en lo que va de año;2023M04;1.543.154
Negocio, motivos profesionales;Acumulado en lo que va de año;2023M03;1.127.248
Negocio, motivos profesionales;Acumulado en lo que va de año;2023M02;655.857
Negocio, motivos profesionales;Acumulado en lo que va de año;2023M01;267.341
Negocio, motivos profesionales;Acumulado en lo que va de año;2022M12;4.410.893
Negocio, motivos profesionales;Acumulado en lo que va de año;2022M11;4.128.093
Negocio, motivos profesionales;Acumulado en lo que va de año;2022M10;3.703.594
Negocio, motivos profesionales;Acumulado en lo que va de año;2022M09;3.151.475
Negocio, motivos profesionales;Acumulado en lo que va de año;2022M08;2.660.231
Negocio, motivos profesionales;Acumulado en lo que va de año;2022M07;2.429.923
Negocio, motivos profesionales;Acumulado en lo que va de año;2022M06;2.131.807
Negocio, motivos profesionales;Acumulado en lo que va de año;2022M05;1.701.526
Negocio, motivos profesionales;Acumulado en lo que va de año;2022M04;1.159.121
Negocio, motivos profesionales;Acumulado en lo que va de año;2022M03;741.752
Negocio, motivos profesionales;Acumulado en lo que va de año;2022M02;375.745
Negocio, motivos profesionales;Acumulado en lo que va de año;2022M01;148.350
Negocio, motivos profesionales;Acumulado en lo que va de año;2021M12;2.076.218
Negocio, motivos profesionales;Acumulado en lo que va de año;2021M11;1.855.648
Negocio, motivos profesionales;Acumulado en lo que va de año;2021M10;1.603.608
Negocio, motivos profesionales;Acumulado en lo que va de año;2021M09;1.313.288
Negocio, motivos profesionales;Acumulado en lo que va de año;2021M08;1.057.242
Negocio, motivos profesionales;Acumulado en lo que va de año;2021M07;946.582
Negocio, motivos profesionales;Acumulado en lo que va de año;2021M06;764.801
Negocio, motivos profesionales;Acumulado en lo que va de año;2021M05;574.553
Negocio, motivos profesionales;Acumulado en lo que va de año;2021M04;394.080
Negocio, motivos profesionales;Acumulado en lo que va de año;2021M03;260.668
Negocio, motivos profesionales;Acumulado en lo que va de año;2021M02;126.263
Negocio, motivos profesionales;Acumulado en lo que va de año;2021M01;60.272
Negocio, motivos profesionales;Acumulado en lo que va de año;2020M12;1.346.060
Negocio, motivos profesionales;Acumulado en lo que va de año;2020M11;1.243.006
Negocio, motivos profesionales;Acumulado en lo que va de año;2020M10;1.162.013
Negocio, motivos profesionales;Acumulado en lo que va de año;2020M09;1.091.545
Negocio, motivos profesionales;Acumulado en lo que va de año;2020M08;1.016.668
Negocio, motivos profesionales;Acumulado en lo que va de año;2020M07;970.868
Negocio, motivos profesionales;Acumulado en lo que va de año;2020M06;873.469
Negocio, motivos profesionales;Acumulado en lo que va de año;2020M05;860.788
Negocio, motivos profesionales;Acumulado en lo que va de año;2020M04;860.788
Negocio, motivos profesionales;Acumulado en lo que va de año;2020M03;860.788
Negocio, motivos profesionales;Acumulado en lo que va de año;2020M02;723.675
Negocio, motivos profesionales;Acumulado en lo que va de año;2020M01;370.060
Negocio, motivos profesionales;Acumulado en lo que va de año;2019M12;5.409.183
Negocio, motivos profesionales;Acumulado en lo que va de año;2019M11;5.024.439
Negocio, motivos profesionales;Acumulado en lo que va de año;2019M10;4.534.337
Negocio, motivos profesionales;Acumulado en lo que va de año;2019M09;3.956.671
Negocio, motivos profesionales;Acumulado en lo que va de año;2019M08;3.442.658
Negocio, motivos profesionales;Acumulado en lo que va de año;2019M07;3.255.821
Negocio, motivos profesionales;Acumulado en lo que va de año;2019M06;2.830.006
Negocio, motivos profesionales;Acumulado en lo que va de año;2019M05;2.240.942
Negocio, motivos profesionales;Acumulado en lo que va de año;2019M04;1.695.951
Negocio, motivos profesionales;Acumulado en lo que va de año;2019M03;1.255.893
Negocio, motivos profesionales;Acumulado en lo que va de año;2019M02;768.676
Negocio, motivos profesionales;Acumulado en lo que va de año;2019M01;342.198
Negocio, motivos profesionales;Acumulado en lo que va de año;2018M12;5.023.355
Negocio, motivos profesionales;Acumulado en lo que va de año;2018M11;4.702.239
Negocio, motivos profesionales;Acumulado en lo que va de año;2018M10;4.257.121
Negocio, motivos profesionales;Acumulado en lo que va de año;2018M09;3.731.343
Negocio, motivos profesionales;Acumulado en lo que va de año;2018M08;3.223.979
Negocio, motivos profesionales;Acumulado en lo que va de año;2018M07;3.058.788
Negocio, motivos profesionales;Acumulado en lo que va de año;2018M06;2.721.772
Negocio, motivos profesionales;Acumulado en lo que va de año;2018M05;2.229.305
Negocio, motivos profesionales;Acumulado en lo que va de año;2018M04;1.806.383
Negocio, motivos profesionales;Acumulado en lo que va de año;2018M03;1.292.104
Negocio, motivos profesionales;Acumulado en lo que va de año;2018M02;705.278
Negocio, motivos profesionales;Acumulado en lo que va de año;2018M01;270.147
Negocio, motivos profesionales;Acumulado en lo que va de año;2017M12;4.720.463
Negocio, motivos profesionales;Acumulado en lo que va de año;2017M11;4.377.159
Negocio, motivos profesionales;Acumulado en lo que va de año;2017M10;3.998.447
Negocio, motivos profesionales;Acumulado en lo que va de año;2017M09;3.508.080
Negocio, motivos profesionales;Acumulado en lo que va de año;2017M08;2.995.612
Negocio, motivos profesionales;Acumulado en lo que va de año;2017M07;2.828.260
Negocio, motivos profesionales;Acumulado en lo que va de año;2017M06;2.473.142
Negocio, motivos profesionales;Acumulado en lo que va de año;2017M05;1.970.935
Negocio, motivos profesionales;Acumulado en lo que va de año;2017M04;1.476.970
Negocio, motivos profesionales;Acumulado en lo que va de año;2017M03;1.113.197
Negocio, motivos profesionales;Acumulado en lo que va de año;2017M02;669.061
Negocio, motivos profesionales;Acumulado en lo que va de año;2017M01;323.058
Negocio, motivos profesionales;Acumulado en lo que va de año;2016M12;4.679.698
Negocio, motivos profesionales;Acumulado en lo que va de año;2016M11;4.341.534
Negocio, motivos profesionales;Acumulado en lo que va de año;2016M10;3.924.705
Negocio, motivos profesionales;Acumulado en lo que va de año;2016M09;3.379.053
Negocio, motivos profesionales;Acumulado en lo que va de año;2016M08;2.982.609
Negocio, motivos profesionales;Acumulado en lo que va de año;2016M07;2.860.235
Negocio, motivos profesionales;Acumulado en lo que va de año;2016M06;2.556.752
Negocio, motivos profesionales;Acumulado en lo que va de año;2016M05;2.114.623
Negocio, motivos profesionales;Acumulado en lo que va de año;2016M04;1.635.895
Negocio, motivos profesionales;Acumulado en lo que va de año;2016M03;1.176.696
Negocio, motivos profesionales;Acumulado en lo que va de año;2016M02;788.935
Negocio, motivos profesionales;Acumulado en lo que va de año;2016M01;347.876
Negocio, motivos profesionales;Acumulado en lo que va de año;2015M12;""
Negocio, motivos profesionales;Acumulado en lo que va de año;2015M11;""
Negocio, motivos profesionales;Acumulado en lo que va de año;2015M10;""
Negocio, motivos profesionales;Tasa de variación acumulada;2025M03;1,04
Negocio, motivos profesionales;Tasa de variación acumulada;2025M02;-5,59
Negocio, motivos profesionales;Tasa de variación acumulada;2025M01;7,72
Negocio, motivos profesionales;Tasa de variación acumulada;2024M12;6,68
Negocio, motivos profesionales;Tasa de variación acumulada;2024M11;6,93
Negocio, motivos profesionales;Tasa de variación acumulada;2024M10;6,98
Negocio, motivos profesionales;Tasa de variación acumulada;2024M09;10,52
Negocio, motivos profesionales;Tasa de variación acumulada;2024M08;9,95
Negocio, motivos profesionales;Tasa de variación acumulada;2024M07;10,52
Negocio, motivos profesionales;Tasa de variación acumulada;2024M06;11,99
Negocio, motivos profesionales;Tasa de variación acumulada;2024M05;11,41
Negocio, motivos profesionales;Tasa de variación acumulada;2024M04;11,03
Negocio, motivos profesionales;Tasa de variación acumulada;2024M03;6,11
Negocio, motivos profesionales;Tasa de variación acumulada;2024M02;4,45
Negocio, motivos profesionales;Tasa de variación acumulada;2024M01;-15,16
Negocio, motivos profesionales;Tasa de variación acumulada;2023M12;9,41
Negocio, motivos profesionales;Tasa de variación acumulada;2023M11;10,12
Negocio, motivos profesionales;Tasa de variación acumulada;2023M10;10,99
Negocio, motivos profesionales;Tasa de variación acumulada;2023M09;11,18
Negocio, motivos profesionales;Tasa de variación acumulada;2023M08;12,97
Negocio, motivos profesionales;Tasa de variación acumulada;2023M07;17,35
Negocio, motivos profesionales;Tasa de variación acumulada;2023M06;17,82
Negocio, motivos profesionales;Tasa de variación acumulada;2023M05;17,85
Negocio, motivos profesionales;Tasa de variación acumulada;2023M04;33,13
Negocio, motivos profesionales;Tasa de variación acumulada;2023M03;51,97
Negocio, motivos profesionales;Tasa de variación acumulada;2023M02;74,55
Negocio, motivos profesionales;Tasa de variación acumulada;2023M01;80,21
Negocio, motivos profesionales;Tasa de variación acumulada;2022M12;112,45
Negocio, motivos profesionales;Tasa de variación acumulada;2022M11;122,46
Negocio, motivos profesionales;Tasa de variación acumulada;2022M10;130,95
Negocio, motivos profesionales;Tasa de variación acumulada;2022M09;139,97
Negocio, motivos profesionales;Tasa de variación acumulada;2022M08;151,62
Negocio, motivos profesionales;Tasa de variación acumulada;2022M07;156,70
Negocio, motivos profesionales;Tasa de variación acumulada;2022M06;178,74
Negocio, motivos profesionales;Tasa de variación acumulada;2022M05;196,15
Negocio, motivos profesionales;Tasa de variación acumulada;2022M04;194,13
Negocio, motivos profesionales;Tasa de variación acumulada;2022M03;184,56
Negocio, motivos profesionales;Tasa de variación acumulada;2022M02;197,59
Negocio, motivos profesionales;Tasa de variación acumulada;2022M01;146,14
Negocio, motivos profesionales;Tasa de variación acumulada;2021M12;54,24
Negocio, motivos profesionales;Tasa de variación acumulada;2021M11;49,29
Negocio, motivos profesionales;Tasa de variación acumulada;2021M10;38,00
Negocio, motivos profesionales;Tasa de variación acumulada;2021M09;20,31
Negocio, motivos profesionales;Tasa de variación acumulada;2021M08;3,99
Negocio, motivos profesionales;Tasa de variación acumulada;2021M07;-2,50
Negocio, motivos profesionales;Tasa de variación acumulada;2021M06;-12,44
Negocio, motivos profesionales;Tasa de variación acumulada;2021M05;-33,25
Negocio, motivos profesionales;Tasa de variación acumulada;2021M04;-54,22
